input_row_key,input_company_name,matched_veridion_id,match_score,status
259,INDEPENDENT MEDIA CORPORATION (PRIVATE) LIMITED.,01004641-1dd8-11ef-9268-316fc8e174dd,73.53,MATCHED
260,INFINERA CORPORATION,3eb2bbab-17c0-11f0-af94-ddfd1c46b53d,100.0,MATCHED
261,INFOMEDIA A/S,fa89bf14-93e4-11eb-9937-4fab995bf8ff,94.13,MATCHED
262,INFOSYS LIMITED,dcc5e190-22df-11ec-817c-6169a8cec47d,93.57,MATCHED
263,Ingram Micro Mobility Sweden AB,23bb110e-49a8-11ef-b831-79711486170a,78.68,MATCHED
264,inlumi ApS,9fdc17ce-93e4-11eb-8ad6-7326edce8d21,76.29,MATCHED
265,INSIDER SECURITY PTE. LTD.,b99023f2-93e4-11eb-a33a-a3dfba582839,75.71,MATCHED
266,INTEGRITY RISK INTERNATIONAL LLC,99015501-93e4-11eb-b4a6-27899be4e45d,100.0,MATCHED
267,Intouch Insight Inc.,886a8187-93e4-11eb-b4a6-27899be4e45d,100.0,MATCHED
268,Intrum Debt Finance AG,,57.68,UNMATCHED (Low Confidence)
269,ADVIS A/S,,23.75,UNMATCHED (Low Confidence)
270,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,920e2840-93e4-11eb-9937-4fab995bf8ff,88.75,MATCHED
271,Ipsos Sdn. Bhd.,dff13de7-1afd-11ec-a31a-a7a88bbb321b,100.0,MATCHED
272,ISS Facility Services A/S,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,96.09,MATCHED
273,ISS FACILITY SERVICES AB,4cf5285b-27d1-11ef-bd6f-218060e3190a,100.0,MATCHED
274,ISS FACILITY SERVICES AS,b6933ece-a507-11ec-aceb-79f5b854cd8b,94.38,MATCHED
275,ISS GLOBAL A/S,c2b80b00-93e4-11eb-a33a-a3dfba582839,71.11,MATCHED
276,ITECTRA A/S,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,92.78,MATCHED
277,JACK OF DIGITAL (PRIVATE) LIMITED,aceeb54f-027f-11ec-adbd-5ff720d6d289,85.0,MATCHED
278,AEON DANMARK A/S,3b4ba864-93e5-11eb-b5f6-816dd10ac7b0,79.0,MATCHED
279,Jastel Network Co Ltd,7f176bc0-93e4-11eb-a746-fdabd18be9c6,81.11,MATCHED
280,JLL Corporate Solutions AB,117f0e3f-9c88-11ef-8bab-03376d671938,100.0,MATCHED
281,JOB-INDEX A/S,95040fb3-93e4-11eb-9937-4fab995bf8ff,87.4,MATCHED
282,JOBSTREET.COM PTE LTD,,65.98,UNMATCHED (Low Confidence)
283,JOHNSON CONTROLS DENMARK APS,b9a72e67-93e4-11eb-8474-3bbe2d07207d,92.2,MATCHED
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,90.62,MATCHED
285,Kahoot! Denmark ApS,,17.79,UNMATCHED (Low Confidence)
286,KAMTOWER DANMARK A/S,2412ae54-93e5-11eb-919a-b3f9a5ad205c,71.88,MATCHED
287,KANTAR TNS AS,0013bee4-93e5-11eb-b89f-536884b3e7dd,100.0,MATCHED
288,"Kaon Broadband Co.,Ltd.",39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,100.0,MATCHED
289,KERRY FREIGHT PAKISTAN (PRIVATE) LIMITED,da7ed6a5-fb93-11ee-aa89-23a399016fc1,100.0,MATCHED
290,Kerry Logistics Network Limited,d06cf44c-93e4-11eb-a33a-a3dfba582839,73.46,MATCHED
291,KINLY HOLDING AS,,53.6,UNMATCHED (Low Confidence)
292,KINNARPS A/S,b0eab351-93e4-11eb-be5a-4f810ab55f2e,86.5,MATCHED
293,KLM-ROYAL DUTCH AIRLINES Filial av utenlandsk foretak.,db8d8f95-f669-11ed-a149-9b392686bc00,93.57,MATCHED
294,KM TELECOM DANMARK A/S,483419e2-93e5-11eb-8474-3bbe2d07207d,100.0,MATCHED
295,KMD Venture A/S,04664e62-f73e-11ed-828d-457da4dc0427,73.88,MATCHED
296,KODA,,68.5,UNMATCHED (Low Confidence)
297,KOLEGRUPPEN OST ApS,48005fb1-93e5-11eb-8474-3bbe2d07207d,73.33,MATCHED
298,KOMMANDITAKTIESELSKABET FREDERIKSSUND SHOPPINGCENTER,,59.42,UNMATCHED (Low Confidence)
299,KORN FERRY (UK) LIMITED,2a5d0b59-1b05-11ec-8de4-3bb83042adac,94.13,MATCHED
300,Kpmg AS Hovedkontor,,52.98,UNMATCHED (Low Confidence)
301,KROLL ASSOCIATES U.K. LIMITED,52c95451-18ff-11f0-b726-e3ae0b5c2c98,76.43,MATCHED
302,Kromann Reumert,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,100.0,MATCHED
303,LOXYSOFT AS,,66.74,UNMATCHED (Low Confidence)
304,LEASE PLAN FINANS A/S,,69.06,UNMATCHED (Low Confidence)
305,LeasePlan Sverige AB,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,86.15,MATCHED
306,LEOCH BATTERY PTE. LTD.,9b2222a0-9c13-11ec-a427-3716f54dd1e5,94.6,MATCHED
307,LINKEDIN IRELAND UNLIMITED COMPANY,,65.42,UNMATCHED (Low Confidence)
308,LINKEDIN SINGAPORE PTE. LTD.,66e03d76-665d-11ee-817f-01351e557207,83.71,MATCHED
309,L.M. Ericsson Bangladesh Ltd.,8fc467df-1b06-11ec-a68d-499e0c2c3a34,99.0,MATCHED
310,SCANOPTIK A/S,046f9ef0-93e5-11eb-86dd-ffbd1b53140e,71.36,MATCHED
311,LOYALTY AS,3700913b-93e5-11eb-a746-fdabd18be9c6,85.0,MATCHED
312,MAKIO ApS,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,94.09,MATCHED
313,Manpower Student AB,d5937753-93e4-11eb-9937-4fab995bf8ff,87.5,MATCHED
314,MANPOWER AS,753387b2-93e4-11eb-aa66-9b8d95e2171b,100.0,MATCHED
315,Mapspeople A/S,9e655640-93e4-11eb-a736-0f5b20ecb2f1,100.0,MATCHED
316,MARKEDSSJEFENE AS,49eaca92-93e5-11eb-a33a-a3dfba582839,100.0,MATCHED
317,JLT Denmark A/S,,62.2,UNMATCHED (Low Confidence)
318,MARSH & MCLENNAN AGENCIES AS,63ea2430-5fcb-11ef-9b11-450fca89297e,75.57,MATCHED
319,Maven Wireless Sweden AB,86550f01-93e4-11eb-97db-273ba5953680,100.0,MATCHED
320,MAVENIR SYSTEMS AB,8a8769f3-f8b6-11ed-9214-3d96876bd85b,82.24,MATCHED
321,MAVENIR SYSTEMS LIMITED,7f4f92c2-93e4-11eb-a736-0f5b20ecb2f1,88.53,MATCHED
323,Measat Satellite Systems Sdn. Bhd.,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1,89.0,MATCHED
324,Media Times Limited,37de0385-e6d6-11ed-8bb1-3d6aecbca671,93.57,MATCHED
325,MEISEL EIENDOM AS,390b073a-93e5-11eb-97db-273ba5953680,70.52,MATCHED
326,META PLATFORMS IRELAND LIMITED,0ba4418d-93e5-11eb-91fb-73d498260b10,90.0,MATCHED
327,MICROSOFT IRELAND OPERATIONS LIMITED,146bd77c-4d69-11ed-b869-0b9c3de59569,90.68,MATCHED
328,MICROSOFT NORGE AS,4c721116-1afb-11ec-8511-032f81df2a60,92.74,MATCHED
329,MICROSOFT REGIONAL SALES PTE. LTD.,bbfc7c57-a379-11ed-8bd9-e537e5b659ad,75.56,MATCHED
330,ABC KANTINEAUTOMATER ApS,,61.92,UNMATCHED (Low Confidence)
331,NW GRUPPEN A/S,aa736d53-93e4-11eb-be3a-7f925cb94351,73.0,MATCHED
332,"MIXPANEL, INC.",740de470-cf7a-11ec-8f8e-bde829059b5f,100.0,MATCHED
333,MNEMONIC AS,b86d48c0-b500-11ec-92c5-7f4ee7009bc8,100.0,MATCHED
334,MobilePeople ApS,a112cce1-0fd4-11ec-bad9-ebcc1813e8d3,92.2,MATCHED
335,"MOBILEUM, INC.",06e7cc3b-aec8-11ed-917a-a9ac0bf7643e,100.0,MATCHED
336,MODULEX DANMARK A/S,40e47543-93e5-11eb-8ad6-7326edce8d21,92.06,MATCHED
337,Monday. Kum Ltd.,0c78cf9d-93e5-11eb-86dd-ffbd1b53140e,88.75,MATCHED
338,Mustika Teratai Sdn. Bhd.,b67a2282-e926-11ed-bb20-d929ca7b3418,100.0,MATCHED
339,NAGARRO AS,,63.44,UNMATCHED (Low Confidence)
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,,59.29,UNMATCHED (Low Confidence)
341,NEC CORPORATION,c43c3a03-93e4-11eb-8e19-198fb02d6f96,100.0,MATCHED
342,NEC CORPORATION OF MALAYSIA SDN. BHD.,24db63d1-8aa4-11ec-9150-8d453a1e7910,100.0,MATCHED
343,NEC Scandinavia Aktiebolag,016a7543-93e5-11eb-919a-b3f9a5ad205c,82.94,MATCHED
344,NEMTILMELD.DK ApS,0cf1a919-93e5-11eb-86dd-ffbd1b53140e,94.13,MATCHED
345,Nepa AB,b1c3fc50-93e4-11eb-a736-0f5b20ecb2f1,100.0,MATCHED
346,NERAS DIREKTE AS,a19f2484-93e4-11eb-b4a6-27899be4e45d,79.38,MATCHED
347,Nestor Cables Oy,83ad4797-93e4-11eb-97db-273ba5953680,100.0,MATCHED
348,NET ONE ASIA PTE. LTD.,36898c82-93e5-11eb-97db-273ba5953680,100.0,MATCHED
349,NETIC A/S,3e619af8-93e5-11eb-8859-29e7c34dee35,100.0,MATCHED
351,New Skies Satellites B.V.,1238cd68-9cd4-11ef-b56b-31d2bc338e4f,85.0,MATCHED
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,98bdcc4e-0ece-11ec-8f6e-c368f4fbdb63,70.72,MATCHED
353,NEXCOM A/S,4e2b08a3-a477-11ed-8bb2-9375f2c4b1be,94.47,MATCHED
354,NOITSO A/S,0bc250d0-93e5-11eb-b5f6-816dd10ac7b0,86.58,MATCHED
355,Nokia Innovations Oy,3d547a04-72bb-11ec-b5ce-b3bda5adefa4,87.73,MATCHED
356,NOKIA SERVICES AND NETWORKS MALAYSIA SDN. BHD.,74601f29-1afc-11ec-aa0f-ab42aaaa4d70,85.94,MATCHED
357,NOKIA SOLUTIONS AND NETWORKS NORGE AS,5c494e9a-1b04-11ec-b160-7721fd8862eb,73.43,MATCHED
358,Nokia Solutions and Networks Oy,1d0e5cd1-0a98-11ec-bfa5-67a4bc68de73,100.0,MATCHED
359,"NORDEA BANK ABP, FILIAL I NORGE",3cdcf6c0-93e5-11eb-919a-b3f9a5ad205c,87.55,MATCHED
360,NORDIC COMPUTER A/S,affc63f0-0394-11ed-9b1b-6d2c9309a5b2,100.0,MATCHED
361,NORDIX DATA AS,8449aea3-93e4-11eb-86dd-ffbd1b53140e,100.0,MATCHED
362,DMA Research A/S,,65.8,UNMATCHED (Low Confidence)
363,NORWEGIAN AIR SHUTTLE AS (PS),d3abb197-0550-11ec-a49b-69a31ce8af0d,74.62,MATCHED
364,NOVATARIS A/S,1da9722c-93e5-11eb-86dd-ffbd1b53140e,100.0,MATCHED
365,Ntt (Thailand) Ltd,5212c34c-f8af-11ed-b2ae-8f7420b1f92e,77.24,MATCHED
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,04ffa9f7-93e5-11eb-8ad6-7326edce8d21,75.66,MATCHED
367,NTT DATA Business Solutions Korlatolt Felelossegu Tarsasag,44dda433-8ac1-11ec-b892-9b33177d601b,84.03,MATCHED
368,ITELLIGENCE A/S,,34.04,UNMATCHED (Low Confidence)
369,Ntt Malaysia Solutions Sdn. Bhd.,949c9b55-93e4-11eb-8474-3bbe2d07207d,77.01,MATCHED
370,Ntt Msc Sdn. Bhd.,f54e7c57-09a8-11ec-b107-7d1f4b2cae2a,82.59,MATCHED
371,OCH A/S,a25c4651-1e9d-11ef-8493-1bd9c889e9e7,92.06,MATCHED
372,OK A.M.B.A.,d9669f7b-93e4-11eb-91fb-73d498260b10,77.9,MATCHED
373,Omd (M) Sdn. Bhd.,,49.05,UNMATCHED (Low Confidence)
374,OMD AS,c7578028-8aa5-11ec-8962-8b4db591a2d2,75.77,MATCHED
375,Media Direction A/S,ac63db81-72e7-11ec-8200-bfd1296681fb,82.69,MATCHED
376,OMEGA EXIM LIMITED,1e65962d-93e5-11eb-b5f6-816dd10ac7b0,91.52,MATCHED
377,OMNICOM MEDIA GROUP AS,56287c74-2509-11ec-bde8-71cf682bd51e,100.0,MATCHED
378,OMNICOM MEDIA GROUP ASIA PACIFIC PTE. LTD.,c1a538ea-8a9a-11ec-a4f2-5511448670fd,85.0,MATCHED
379,ON THE SPOT A/S,50a6dd3e-c175-11ec-8c4a-c37e31e9be9e,93.08,MATCHED
380,ONETRUST TECHNOLOGY LIMITED,16e25e63-93e5-11eb-b5f6-816dd10ac7b0,88.75,MATCHED
381,Oracle Corporation (Thailand) Co Ltd,28c323bf-1b00-11ec-8cde-5bc5ac073f72,98.78,MATCHED
382,Oracle Corporation Malaysia Sdn. Bhd.,cd9b9c12-1b00-11ec-aa6a-03cd9b476476,80.71,MATCHED
383,ORACLE DANMARK APS,870eb57e-1b04-11ec-98ad-4b5172a2ed18,100.0,MATCHED
384,ORACLE NORGE AS,147df165-1b04-11ec-9b02-8dfd4ec6ef01,100.0,MATCHED
385,ORACLE SVENSKA AB,9618c304-6ce1-11ed-809b-653634c631b4,85.0,MATCHED
386,Orbis Oy,80ea7e12-93e4-11eb-be3a-7f925cb94351,100.0,MATCHED
387,OROGENIC ApS,da01a6ec-93e4-11eb-b4a6-27899be4e45d,100.0,MATCHED
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",14907f20-93e5-11eb-a736-0f5b20ecb2f1,78.61,MATCHED
389,P1 SECURITY,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0,100.0,MATCHED
390,"Paco Casa Co.,Ltd.",6dd0de70-a7a9-11ed-b250-d1c44dcd1aef,91.0,MATCHED
391,PAKISTAN INSTITUTE OF NUCLEAR SCIENCE & TECHNOLOGY (PINSTECH),09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f,96.14,MATCHED
392,PARENT AND FAMILY CONSULTING LIMITED,10dd8776-724b-11ec-9e45-ddda6fbc521a,100.0,MATCHED
393,PELATRO LIMITED,b398bc50-93e4-11eb-be3a-7f925cb94351,76.29,MATCHED
394,Varsta Software,,62.17,UNMATCHED (Low Confidence)
395,PING IT A/S,424a94f5-93e5-11eb-8474-3bbe2d07207d,76.1,MATCHED
396,Playable ApS,fbe50634-036a-11ec-a72b-432edcbee847,100.0,MATCHED
397,PLESNER Advokatpartnerselskab,7c54f062-93e4-11eb-b5f6-816dd10ac7b0,100.0,MATCHED
398,PLP INVEST/EJENDOMME A/S,602ace8c-0c5e-11ec-b66a-97ea7481e556,94.0,MATCHED
399,"PLURALSIGHT, LLC",16f3bda9-055e-11ec-912d-93da5cd6dce1,100.0,MATCHED
400,PM ENERGI A/S,b529e3a6-93e4-11eb-8859-29e7c34dee35,100.0,MATCHED
401,Postnord Danmark (B2452),fac6c825-93e4-11eb-86dd-ffbd1b53140e,84.32,MATCHED
402,POSTEN BRING AS,42c3ecf7-1d65-11ee-9df5-e543427f87fa,100.0,MATCHED
403,DATA SCANNING A/S,93cb1a81-93e4-11eb-a746-fdabd18be9c6,71.14,MATCHED
404,PostNord Stralfors AB,f3137fa4-93e4-11eb-be5a-4f810ab55f2e,88.27,MATCHED
405,PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB,c2d2c772-e602-11ed-aaf1-a9bb6aa25f65,84.7,MATCHED
406,PRICEWATERHOUSECOOPERS AS,d4239772-8546-11ec-8f98-f9b40efdfe08,83.66,MATCHED
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,d6682c74-93e4-11eb-919a-b3f9a5ad205c,86.76,MATCHED
408,DRAKA NORSK KABEL AS,7e5f9a13-fc5f-11ec-8d0e-4949cc357430,70.75,MATCHED
409,Publicis Groupe Holdings B.V.,00f0d873-93e5-11eb-8474-3bbe2d07207d,87.73,MATCHED
410,QCC GLOBAL LIMITED,d9f2b2c1-93e4-11eb-a746-fdabd18be9c6,75.58,MATCHED
411,QCC INTERSCAN LTD,,67.88,UNMATCHED (Low Confidence)
412,QLIKTECH DENMARK ApS,463be1c1-2500-11ec-abad-a332bf576a25,85.0,MATCHED
413,QlikTech International Markets AB,6e78222b-9df5-11ef-a80f-179817213e61,100.0,MATCHED
414,QlikTech Nordic AB,55862ac9-9d66-11ef-aecb-ed811e9ee609,84.19,MATCHED
415,"QUALTRICS, LLC",2ce34da1-93e5-11eb-90d2-e3355a7e800b,100.0,MATCHED
416,QUESTBACK AS,e6d9287a-93e4-11eb-be3a-7f925cb94351,100.0,MATCHED
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,7e7ca675-0db6-11ec-aaad-e5a5ee267b5b,81.41,MATCHED
418,RAJAH & TANN,d107ada1-93e4-11eb-8859-29e7c34dee35,88.75,MATCHED
419,RAPID7 INTERNATIONAL LIMITED,cf79e1b0-93e4-11eb-aa66-9b8d95e2171b,82.5,MATCHED
420,Red Hat Asia Pacific Pte Ltd,9973fa6b-8aae-11ec-be09-3b46a3ec669e,88.75,MATCHED
421,RED HAT LIMITED,6c583a00-93e4-11eb-b4a6-27899be4e45d,87.73,MATCHED
422,Red Hat Malaysia Sdn. Bhd.,8d744e31-ca8a-11ec-bce4-ef3debe8cbb7,80.0,MATCHED
423,RELOCATION AS,13d6cc27-93e5-11eb-8474-3bbe2d07207d,100.0,MATCHED
424,RETAIL FOCUS A/S,177157fd-93e5-11eb-b997-8dd98d09cf25,77.5,MATCHED
425,REVEALCX LLC,168fa5a3-20d1-11ee-955b-359ace42ebb8,91.67,MATCHED
426,Rezponz A/S,c8b67a70-c825-11ec-89f7-7594ea00aeb1,100.0,MATCHED
427,Rhenus Warehousing Solutions Denmark A/S,11a58013-c50b-11ef-9531-7716dbb12d27,92.06,MATCHED
428,RITTAL A/S,83718e53-1b00-11ec-a945-71766a416f0a,100.0,MATCHED
429,RTTD LTD,,27.96,UNMATCHED (Low Confidence)
430,BRINTH & HILLERUP A/S,03a33160-6ce5-11ec-a235-43a77bc58316,73.0,MATCHED
431,SAGEMCOM BROADBAND SAS,e3e3b642-93e4-11eb-9937-4fab995bf8ff,81.36,MATCHED
432,"SAILPOINT TECHNOLOGIES, INC.",e1d91d63-e674-11ec-8ac8-377cee3b877e,100.0,MATCHED
433,SALESFORCE UK LIMITED,eec679a2-18cf-11f0-a165-1fea2565d9d2,80.36,MATCHED
434,SALESFORCE.COM SINGAPORE PTE. LTD.,,67.86,UNMATCHED (Low Confidence)
435,Salling Group Forsikring A/S,7feec0c1-157e-11ee-9c96-459faa30fb81,76.07,MATCHED
436,Saluran Cekap (M) Sdn. Bhd.,b1e580a1-583d-11ec-91ee-edc6c109839b,92.42,MATCHED
437,SAMSUNG ELECTRONICS NORDIC AKTIEBOLAG,2d6323ad-1afe-11ec-be37-19557aad561c,92.14,MATCHED
438,SANVARU TECHNOLOGY LIMITED,425606ac-93e5-11eb-919a-b3f9a5ad205c,100.0,MATCHED
439,SAP DANMARK A/S,9c25ed98-93e4-11eb-8474-3bbe2d07207d,77.5,MATCHED
440,SAS INSTITUTE AS,,65.38,UNMATCHED (Low Confidence)
441,SAVILLE CONSULTING DANMARK A/S,1930e241-93e5-11eb-b5f6-816dd10ac7b0,100.0,MATCHED
442,SCHNEIDER ELECTRIC DANMARK A/S,,68.5,UNMATCHED (Low Confidence)
443,Scrive AB,ac84e842-93e4-11eb-919a-b3f9a5ad205c,100.0,MATCHED
444,ServiceNow Nederland B.V.,77842e7a-93e4-11eb-8474-3bbe2d07207d,81.47,MATCHED
445,SFDC IRELAND LIMITED,,47.76,UNMATCHED (Low Confidence)
446,"SHANDONG SACRED SUN POWER SOURCES CO., LTD",19b665f0-93e5-11eb-a736-0f5b20ecb2f1,87.73,MATCHED
447,"SHENZHEN CENTER POWER TECH. CO., LTD.",427adc04-e7a9-11ec-b6b7-8f4fbf416354,85.0,MATCHED
448,"Shenzhen Huaptec Co., Ltd",004ef7e0-aec3-11ef-86b6-3b0e501976c1,76.43,MATCHED
449,"Shenzhen Sdmc Technology Co., Ltd",83d0637d-e5e0-11ec-bc14-1101693c4049,100.0,MATCHED
450,"SHENZHEN SKYWORTH DIGITAL TECHNOLOGY CO., LTD.",9b5c0de3-93e4-11eb-8ad6-7326edce8d21,85.0,MATCHED
451,SHIELDS ENVIRONMENTAL GROUP LTD,c0fbb509-93e4-11eb-be5a-4f810ab55f2e,72.26,MATCHED
452,"Shuangdeng Group Co., Ltd.",2f5615e0-0d48-11ec-baff-b3f7938105ab,100.0,MATCHED
454,Siae-microelettronica - S.p.a.,1d3ad1c3-93e5-11eb-a746-fdabd18be9c6,83.28,MATCHED
455,Sievo Oy,a823b0f3-93e4-11eb-aa66-9b8d95e2171b,100.0,MATCHED
456,SIGNICAT AS,7f321fd7-93e4-11eb-8859-29e7c34dee35,75.64,MATCHED
457,SILLEHOVED ApS,ab1c21c0-f8b5-11ed-a8b3-7b4d48a6e9d9,100.0,MATCHED
458,SINGTEL GLOBAL INVESTMENT PTE. LTD.,0cb473fa-f6e1-11ec-a34e-db0bb32b96ad,74.47,MATCHED
459,SiPM,,28.06,UNMATCHED (Low Confidence)
460,Skillpower Services (Thailand) Co Ltd,,56.58,UNMATCHED (Low Confidence)
461,SKYCALL AS,8a5c3f6b-93e4-11eb-be3a-7f925cb94351,100.0,MATCHED
462,Smart Media4U Technology Pte. Ltd.,c3d1aee0-fcc1-11ed-8628-bd8e2d8d8a31,79.75,MATCHED
463,SMART TECHNOLOGIES (BD) LIMITED,16a46b07-93e5-11eb-aa66-9b8d95e2171b,90.66,MATCHED
464,Smartly.io Holding Inc,,61.73,UNMATCHED (Low Confidence)
465,SNOW SOFTWARE AB,d7fdc096-93e4-11eb-86dd-ffbd1b53140e,100.0,MATCHED
466,Snow Software ApS,5516dd90-aaf0-11ef-baa5-b1d00e182d98,70.0,MATCHED
467,SNOW AS,,62.5,UNMATCHED (Low Confidence)
468,"SoftwareONE Co., Ltd.",,63.01,UNMATCHED (Low Confidence)
469,SOFTWAREONE NORWAY AS,ca236fc9-1b01-11ec-893d-41807d3de292,93.57,MATCHED
470,SOFTWAREONE PTE. LTD.,,68.39,UNMATCHED (Low Confidence)
471,SONY MOBILE COMMUNICATIONS AB,22eb73cc-b881-11eb-ba1b-d1adb4855c20,70.0,MATCHED
472,South Pole Sweden AB,2c51a7ea-d88d-11ec-8458-930fb706770a,88.33,MATCHED
473,Southern Cable Sdn. Bhd.,450b89b9-93e5-11eb-8ad6-7326edce8d21,71.76,MATCHED
474,Splunk Inc.,dc3d014e-25aa-11ef-84bb-3b7d91468c81,100.0,MATCHED
475,SPORTS STAR INTERNATIONAL (PRIVATE) LTD.,f7e5eff0-58e5-11ed-9cc3-5bfe46360075,100.0,MATCHED
476,SQUARETRADE EUROPE LIMITED,dccde9da-42b0-11ee-9025-634a98bcca30,88.33,MATCHED
477,SQUARETRADE LIMITED,2c43d957-93e5-11eb-8474-3bbe2d07207d,100.0,MATCHED
478,Starcom FZ-LLC,715a75a2-08e9-11ee-ae0e-4f53274d777f,85.0,MATCHED
479,STARSEED TECHNOLOGIES (S) PTE. LTD.,0f34c0d7-197b-11ef-bb50-ff355101f6ca,85.0,MATCHED
480,Stena Recycling Holding AB,,69.35,UNMATCHED (Low Confidence)
481,STORM COMMUNICATIONS AS,778a3f93-f35c-11ee-a2cf-e34c0e809adb,88.75,MATCHED
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,,37.5,UNMATCHED (Low Confidence)
483,SUBEX (UK) LIMITED,c98e8805-93e4-11eb-8e19-198fb02d6f96,81.5,MATCHED
484,Sutera Utama Sdn. Bhd.,43f5c0a1-a7e2-11ed-9443-77059af26349,86.58,MATCHED
485,Swichtec Power Systems Sdn. Bhd.,324b1f73-93e5-11eb-8859-29e7c34dee35,100.0,MATCHED
486,Syarikat Takaful Malaysia Keluarga Berhad,eb329782-93e4-11eb-a736-0f5b20ecb2f1,100.0,MATCHED
487,"SYNIVERSE COMMUNICATIONS, LLC",84e29359-93e4-11eb-a33a-a3dfba582839,82.86,MATCHED
488,Systems Limited,c5d06e91-93e4-11eb-a736-0f5b20ecb2f1,88.33,MATCHED
489,Systemteknik af 2021 A/S,,69.73,UNMATCHED (Low Confidence)
490,T/A POL AS,389f973e-01ee-11ec-8b61-35bce24791d3,82.0,MATCHED
491,TALEND SINGAPORE PTE. LTD.,00cfe2f8-93e5-11eb-b997-8dd98d09cf25,80.31,MATCHED
492,Talend Sweden AB,,56.58,UNMATCHED (Low Confidence)
493,Talentech ApS,14426861-22ee-11ec-9e3b-1143ee662a91,86.15,MATCHED
494,TAMPNET AS,ef6e1e50-93e4-11eb-8ad6-7326edce8d21,100.0,MATCHED
496,TATA COMMUNICATIONS INTERNATIONAL PTE. LTD.,2b145a02-93e5-11eb-8859-29e7c34dee35,85.0,MATCHED
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",,57.48,UNMATCHED (Low Confidence)
498,TATA CONSULTANCY SERVICES SVERIGE AB,015a6fb7-93e5-11eb-91fb-73d498260b10,83.42,MATCHED
499,TCT MOBILE INTERNATIONAL LTD.,9aa73fcc-2bbb-11ef-90fc-49e996ebd993,83.27,MATCHED
500,TD SYNNEX Denmark ApS,,69.59,UNMATCHED (Low Confidence)
501,TEALIUM INC.,e99d2a75-93e4-11eb-9937-4fab995bf8ff,100.0,MATCHED
502,"TEAM INTERNATIONAL SERVICES, INC.",2d63c842-93e5-11eb-b997-8dd98d09cf25,100.0,MATCHED
503,TECH MAHINDRA (THAILAND) COMPANY LIMITED,466e6160-1a57-11ee-b283-e93ffb37649e,92.64,MATCHED
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,00beab84-918f-11ed-8109-cd2bc6a86027,79.55,MATCHED
505,Tecnotree Oyj,bd9ea750-93e4-11eb-be5a-4f810ab55f2e,100.0,MATCHED
506,TELECOM EQUIPMENT PTE LTD,04a78940-19a9-11ee-aec0-a1af3c434505,90.14,MATCHED
507,Telekom Malaysia Berhad,1b0fb400-a7d5-11ed-9228-6df634a34cc8,89.29,MATCHED
508,TELENOR SHARED SERVICES DENMARK A/S,bb9fa300-93e4-11eb-a33a-a3dfba582839,82.0,MATCHED
509,TELENOR ASA,18792b00-93e5-11eb-8859-29e7c34dee35,85.0,MATCHED
510,TELENOR BROADCAST HOLDING AS,342de933-93e5-11eb-9937-4fab995bf8ff,100.0,MATCHED
511,Telenor Connexion AB,f0d7e780-93e4-11eb-8e19-198fb02d6f96,85.0,MATCHED
512,TELENOR D.O.O. BEOGRAD,8fff5635-4338-11ef-a037-c55803b26056,78.47,MATCHED
513,TELENOR DANMARK HOLDING A/S,,61.86,UNMATCHED (Low Confidence)
515,TELENOR FIBER AS,0e5f5346-ef74-11ee-a589-df5b398caaa4,89.62,MATCHED
517,TELENOR GO PTE. LTD.,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf,87.73,MATCHED
518,TELENOR LDI COMMUNICATIONS (PVT.) LIMITED,,63.38,UNMATCHED (Low Confidence)
519,TELENOR GLOBAL SERVICES AS,d4d3de9b-2d28-11ed-abd0-cb4d1b9ef28b,100.0,MATCHED
520,Telenor Magyarorszag Zrt.,0bfd6f80-ca6c-11ec-9fda-955688f546bd,91.38,MATCHED
521,TELENOR NORGE AS,f78e0b4a-93e4-11eb-9937-4fab995bf8ff,100.0,MATCHED
522,TELENOR PAKISTAN,b69c114f-93e4-11eb-b4a6-27899be4e45d,100.0,MATCHED
